Number,Title,Link,Premium,Acceptance,Difficulty
1952,Three Divisors,https://leetcode.com/problems/three-divisors,False,63.1%,Easy
1953,Maximum Number of Weeks for Which You Can Work,https://leetcode.com/problems/maximum-number-of-weeks-for-which-you-can-work,False,41.6%,Med.
1954,Minimum Garden Perimeter to Collect Enough Apples,https://leetcode.com/problems/minimum-garden-perimeter-to-collect-enough-apples,False,54.9%,Med.
1955,Count Number of Special Subsequences,https://leetcode.com/problems/count-number-of-special-subsequences,False,52.1%,Hard
1956,Minimum Time For K Virus Variants to Spread,https://leetcode.com/problems/minimum-time-for-k-virus-variants-to-spread,False,49.8%,Hard
1957,Delete Characters to Make Fancy String,https://leetcode.com/problems/delete-characters-to-make-fancy-string,False,74.3%,Easy
1958,Check if Move is Legal,https://leetcode.com/problems/check-if-move-is-legal,False,49.6%,Med.
1959,Minimum Total Space Wasted With K Resizing Operations,https://leetcode.com/problems/minimum-total-space-wasted-with-k-resizing-operations,False,43.2%,Med.
1960,Maximum Product of the Length of Two Palindromic Substrings,https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-substrings,False,30.5%,Hard
1961,Check If String Is a Prefix of Array,https://leetcode.com/problems/check-if-string-is-a-prefix-of-array,False,52.6%,Easy
1962,Remove Stones to Minimize the Total,https://leetcode.com/problems/remove-stones-to-minimize-the-total,False,64.8%,Med.
1963,Minimum Number of Swaps to Make the String Balanced,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-string-balanced,False,78.0%,Med.
1964,Find the Longest Valid Obstacle Course at Each Position,https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position,False,62.6%,Hard
1965,Employees With Missing Information,https://leetcode.com/problems/employees-with-missing-information,False,72.9%,Easy
1966,Binary Searchable Numbers in an Unsorted Array,https://leetcode.com/problems/binary-searchable-numbers-in-an-unsorted-array,False,62.6%,Med.
1967,Number of Strings That Appear as Substrings in Word,https://leetcode.com/problems/number-of-strings-that-appear-as-substrings-in-word,False,82.1%,Easy
1968,Array With Elements Not Equal to Average of Neighbors,https://leetcode.com/problems/array-with-elements-not-equal-to-average-of-neighbors,False,50.3%,Med.
1969,Minimum Non-Zero Product of the Array Elements,https://leetcode.com/problems/minimum-non-zero-product-of-the-array-elements,False,36.6%,Med.
1970,Last Day Where You Can Still Cross,https://leetcode.com/problems/last-day-where-you-can-still-cross,False,62.4%,Hard
1971,Find if Path Exists in Graph,https://leetcode.com/problems/find-if-path-exists-in-graph,False,54.2%,Easy
1972,First and Last Call On the Same Day,https://leetcode.com/problems/first-and-last-call-on-the-same-day,False,51.1%,Hard
1973,Count Nodes Equal to Sum of Descendants,https://leetcode.com/problems/count-nodes-equal-to-sum-of-descendants,False,77.2%,Med.
1974,Minimum Time to Type Word Using Special Typewriter,https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter,False,78.0%,Easy
1975,Maximum Matrix Sum,https://leetcode.com/problems/maximum-matrix-sum,False,65.9%,Med.
1976,Number of Ways to Arrive at Destination,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination,False,37.3%,Med.
1977,Number of Ways to Separate Numbers,https://leetcode.com/problems/number-of-ways-to-separate-numbers,False,21.1%,Hard
1978,Employees Whose Manager Left the Company,https://leetcode.com/problems/employees-whose-manager-left-the-company,False,48.8%,Easy
1979,Find Greatest Common Divisor of Array,https://leetcode.com/problems/find-greatest-common-divisor-of-array,False,78.9%,Easy
1980,Find Unique Binary String,https://leetcode.com/problems/find-unique-binary-string,False,79.4%,Med.
1981,Minimize the Difference Between Target and Chosen Elements,https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements,False,36.1%,Med.
1982,Find Array Given Subset Sums,https://leetcode.com/problems/find-array-given-subset-sums,False,49.0%,Hard
1983,Widest Pair of Indices With Equal Range Sum,https://leetcode.com/problems/widest-pair-of-indices-with-equal-range-sum,False,53.5%,Med.
1984,Minimum Difference Between Highest and Lowest of K Scores,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores,False,58.9%,Easy
1985,Find the Kth Largest Integer in the Array,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array,False,47.1%,Med.
1986,Minimum Number of Work Sessions to Finish the Tasks,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks,False,34.0%,Med.
1987,Number of Unique Good Subsequences,https://leetcode.com/problems/number-of-unique-good-subsequences,False,52.3%,Hard
1988,Find Cutoff Score for Each School,https://leetcode.com/problems/find-cutoff-score-for-each-school,False,66.9%,Med.
1989,Maximum Number of People That Can Be Caught in Tag,https://leetcode.com/problems/maximum-number-of-people-that-can-be-caught-in-tag,False,49.3%,Med.
1990,Count the Number of Experiments,https://leetcode.com/problems/count-the-number-of-experiments,False,48.9%,Med.
1991,Find the Middle Index in Array,https://leetcode.com/problems/find-the-middle-index-in-array,False,68.4%,Easy
1992,Find All Groups of Farmland,https://leetcode.com/problems/find-all-groups-of-farmland,False,75.5%,Med.
1993,Operations on Tree,https://leetcode.com/problems/operations-on-tree,False,44.1%,Med.
1994,The Number of Good Subsets,https://leetcode.com/problems/the-number-of-good-subsets,False,36.1%,Hard
1995,Count Special Quadruplets,https://leetcode.com/problems/count-special-quadruplets,False,63.7%,Easy
1996,The Number of Weak Characters in the Game,https://leetcode.com/problems/the-number-of-weak-characters-in-the-game,False,44.3%,Med.
1997,First Day Where You Have Been in All the Rooms,https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms,False,39.9%,Med.
1998,GCD Sort of an Array,https://leetcode.com/problems/gcd-sort-of-an-array,False,47.1%,Hard
1999,Smallest Greater Multiple Made of Two Digits,https://leetcode.com/problems/smallest-greater-multiple-made-of-two-digits,False,48.0%,Med.
2000,Reverse Prefix of Word,https://leetcode.com/problems/reverse-prefix-of-word,False,86.4%,Easy
2001,Number of Pairs of Interchangeable Rectangles,https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles,False,51.6%,Med.
2002,Maximum Product of the Length of Two Palindromic Subsequences,https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-subsequences,False,61.7%,Med.
2003,Smallest Missing Genetic Value in Each Subtree,https://leetcode.com/problems/smallest-missing-genetic-value-in-each-subtree,False,46.9%,Hard
2004,The Number of Seniors and Juniors to Join the Company,https://leetcode.com/problems/the-number-of-seniors-and-juniors-to-join-the-company,False,45.5%,Hard
2005,Subtree Removal Game with Fibonacci Tree,https://leetcode.com/problems/subtree-removal-game-with-fibonacci-tree,False,57.2%,Hard
2006,Count Number of Pairs With Absolute Difference K,https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k,False,85.0%,Easy
2007,Find Original Array From Doubled Array,https://leetcode.com/problems/find-original-array-from-doubled-array,False,40.6%,Med.
2008,Maximum Earnings From Taxi,https://leetcode.com/problems/maximum-earnings-from-taxi,False,45.4%,Med.
2009,Minimum Number of Operations to Make Array Continuous,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous,False,52.2%,Hard
2010,The Number of Seniors and Juniors to Join the Company II,https://leetcode.com/problems/the-number-of-seniors-and-juniors-to-join-the-company-ii,False,65.0%,Hard
2011,Final Value of Variable After Performing Operations,https://leetcode.com/problems/final-value-of-variable-after-performing-operations,False,89.6%,Easy
2012,Sum of Beauty in the Array,https://leetcode.com/problems/sum-of-beauty-in-the-array,False,50.4%,Med.
2013,Detect Squares,https://leetcode.com/problems/detect-squares,False,51.6%,Med.
2014,Longest Subsequence Repeated k Times,https://leetcode.com/problems/longest-subsequence-repeated-k-times,False,71.6%,Hard
2015,Average Height of Buildings in Each Segment,https://leetcode.com/problems/average-height-of-buildings-in-each-segment,False,57.7%,Med.
2016,Maximum Difference Between Increasing Elements,https://leetcode.com/problems/maximum-difference-between-increasing-elements,False,66.3%,Easy
2017,Grid Game,https://leetcode.com/problems/grid-game,False,60.9%,Med.
2018,Check if Word Can Be Placed In Crossword,https://leetcode.com/problems/check-if-word-can-be-placed-in-crossword,False,50.2%,Med.
2019,The Score of Students Solving Math Expression,https://leetcode.com/problems/the-score-of-students-solving-math-expression,False,33.5%,Hard
2020,Number of Accounts That Did Not Stream,https://leetcode.com/problems/number-of-accounts-that-did-not-stream,False,72.2%,Med.
2021,Brightest Position on Street,https://leetcode.com/problems/brightest-position-on-street,False,60.6%,Med.
2022,Convert 1D Array Into 2D Array,https://leetcode.com/problems/convert-1d-array-into-2d-array,False,71.9%,Easy
2023,Number of Pairs of Strings With Concatenation Equal to Target,https://leetcode.com/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target,False,75.0%,Med.
2024,Maximize the Confusion of an Exam,https://leetcode.com/problems/maximize-the-confusion-of-an-exam,False,69.0%,Med.
2025,Maximum Number of Ways to Partition an Array,https://leetcode.com/problems/maximum-number-of-ways-to-partition-an-array,False,34.8%,Hard
2026,Low-Quality Problems,https://leetcode.com/problems/low-quality-problems,False,84.5%,Easy
2027,Minimum Moves to Convert String,https://leetcode.com/problems/minimum-moves-to-convert-string,False,56.9%,Easy
2028,Find Missing Observations,https://leetcode.com/problems/find-missing-observations,False,57.4%,Med.
2029,Stone Game IX,https://leetcode.com/problems/stone-game-ix,False,29.1%,Med.
2030,Smallest K-Length Subsequence With Occurrences of a Letter,https://leetcode.com/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter,False,39.1%,Hard
2031,Count Subarrays With More Ones Than Zeros,https://leetcode.com/problems/count-subarrays-with-more-ones-than-zeros,False,51.3%,Med.
2032,Two Out of Three,https://leetcode.com/problems/two-out-of-three,False,76.8%,Easy
2033,Minimum Operations to Make a Uni-Value Grid,https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid,False,67.5%,Med.
2034,Stock Price Fluctuation,https://leetcode.com/problems/stock-price-fluctuation,False,48.4%,Med.
2035,Partition Array Into Two Arrays to Minimize Sum Difference,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,False,22.2%,Hard
2036,Maximum Alternating Subarray Sum,https://leetcode.com/problems/maximum-alternating-subarray-sum,False,39.9%,Med.
2037,Minimum Number of Moves to Seat Everyone,https://leetcode.com/problems/minimum-number-of-moves-to-seat-everyone,False,87.3%,Easy
2038,Remove Colored Pieces if Both Neighbors are the Same Color,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color,False,62.9%,Med.
2039,The Time When the Network Becomes Idle,https://leetcode.com/problems/the-time-when-the-network-becomes-idle,False,54.3%,Med.
2040,Kth Smallest Product of Two Sorted Arrays,https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays,False,49.1%,Hard
2041,Accepted Candidates From the Interviews,https://leetcode.com/problems/accepted-candidates-from-the-interviews,False,78.7%,Med.
2042,Check if Numbers Are Ascending in a Sentence,https://leetcode.com/problems/check-if-numbers-are-ascending-in-a-sentence,False,72.1%,Easy
2043,Simple Bank System,https://leetcode.com/problems/simple-bank-system,False,61.3%,Med.
2044,Count Number of Maximum Bitwise-OR Subsets,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets,False,89.7%,Med.
2045,Second Minimum Time to Reach Destination,https://leetcode.com/problems/second-minimum-time-to-reach-destination,False,62.4%,Hard
2046,Sort Linked List Already Sorted Using Absolute Values,https://leetcode.com/problems/sort-linked-list-already-sorted-using-absolute-values,False,67.0%,Med.
2047,Number of Valid Words in a Sentence,https://leetcode.com/problems/number-of-valid-words-in-a-sentence,False,30.2%,Easy
2048,Next Greater Numerically Balanced Number,https://leetcode.com/problems/next-greater-numerically-balanced-number,False,49.2%,Med.
2049,Count Nodes With the Highest Score,https://leetcode.com/problems/count-nodes-with-the-highest-score,False,51.5%,Med.
2050,Parallel Courses III,https://leetcode.com/problems/parallel-courses-iii,False,66.8%,Hard
2051,The Category of Each Member in the Store,https://leetcode.com/problems/the-category-of-each-member-in-the-store,False,70.8%,Med.
2052,Minimum Cost to Separate Sentence Into Rows,https://leetcode.com/problems/minimum-cost-to-separate-sentence-into-rows,False,50.7%,Med.
2053,Kth Distinct String in an Array,https://leetcode.com/problems/kth-distinct-string-in-an-array,False,82.0%,Easy
2054,Two Best Non-Overlapping Events,https://leetcode.com/problems/two-best-non-overlapping-events,False,60.8%,Med.
2055,Plates Between Candles,https://leetcode.com/problems/plates-between-candles,False,46.9%,Med.
2056,Number of Valid Move Combinations On Chessboard,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard,False,48.0%,Hard
2057,Smallest Index With Equal Value,https://leetcode.com/problems/smallest-index-with-equal-value,False,72.7%,Easy
2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points,False,69.4%,Med.
2059,Minimum Operations to Convert Number,https://leetcode.com/problems/minimum-operations-to-convert-number,False,50.8%,Med.
2060,Check if an Original String Exists Given Two Encoded Strings,https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings,False,43.3%,Hard
2061,Number of Spaces Cleaning Robot Cleaned,https://leetcode.com/problems/number-of-spaces-cleaning-robot-cleaned,False,62.2%,Med.
2062,Count Vowel Substrings of a String,https://leetcode.com/problems/count-vowel-substrings-of-a-string,False,71.9%,Easy
2063,Vowels of All Substrings,https://leetcode.com/problems/vowels-of-all-substrings,False,54.8%,Med.
2064,Minimized Maximum of Products Distributed to Any Store,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store,False,62.7%,Med.
2065,Maximum Path Quality of a Graph,https://leetcode.com/problems/maximum-path-quality-of-a-graph,False,60.1%,Hard
2066,Account Balance,https://leetcode.com/problems/account-balance,False,82.3%,Med.
2067,Number of Equal Count Substrings,https://leetcode.com/problems/number-of-equal-count-substrings,False,44.9%,Med.
2068,Check Whether Two Strings are Almost Equivalent,https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent,False,63.8%,Easy
2069,Walking Robot Simulation II,https://leetcode.com/problems/walking-robot-simulation-ii,False,25.2%,Med.
2070,Most Beautiful Item for Each Query,https://leetcode.com/problems/most-beautiful-item-for-each-query,False,62.1%,Med.
2071,Maximum Number of Tasks You Can Assign,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign,False,50.5%,Hard
2072,The Winner University,https://leetcode.com/problems/the-winner-university,False,75.3%,Easy
2073,Time Needed to Buy Tickets,https://leetcode.com/problems/time-needed-to-buy-tickets,False,71.0%,Easy
2074,Reverse Nodes in Even Length Groups,https://leetcode.com/problems/reverse-nodes-in-even-length-groups,False,61.9%,Med.
2075,Decode the Slanted Ciphertext,https://leetcode.com/problems/decode-the-slanted-ciphertext,False,49.3%,Med.
2076,Process Restricted Friend Requests,https://leetcode.com/problems/process-restricted-friend-requests,False,57.4%,Hard
2077,Paths in Maze That Lead to Same Room,https://leetcode.com/problems/paths-in-maze-that-lead-to-same-room,False,56.2%,Med.
2078,Two Furthest Houses With Different Colors,https://leetcode.com/problems/two-furthest-houses-with-different-colors,False,65.6%,Easy
2079,Watering Plants,https://leetcode.com/problems/watering-plants,False,80.0%,Med.
2080,Range Frequency Queries,https://leetcode.com/problems/range-frequency-queries,False,40.3%,Med.
2081,Sum of k-Mirror Numbers,https://leetcode.com/problems/sum-of-k-mirror-numbers,False,63.9%,Hard
2082,The Number of Rich Customers,https://leetcode.com/problems/the-number-of-rich-customers,False,77.5%,Easy
2083,Substrings That Begin and End With the Same Letter,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter,False,74.3%,Med.
2084,Drop Type 1 Orders for Customers With Type 0 Orders,https://leetcode.com/problems/drop-type-1-orders-for-customers-with-type-0-orders,False,86.9%,Med.
2085,Count Common Words With One Occurrence,https://leetcode.com/problems/count-common-words-with-one-occurrence,False,72.7%,Easy
2086,Minimum Number of Food Buckets to Feed the Hamsters,https://leetcode.com/problems/minimum-number-of-food-buckets-to-feed-the-hamsters,False,47.3%,Med.
2087,Minimum Cost Homecoming of a Robot in a Grid,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid,False,51.4%,Med.
2088,Count Fertile Pyramids in a Land,https://leetcode.com/problems/count-fertile-pyramids-in-a-land,False,65.9%,Hard
2089,Find Target Indices After Sorting Array,https://leetcode.com/problems/find-target-indices-after-sorting-array,False,77.4%,Easy
2090,K Radius Subarray Averages,https://leetcode.com/problems/k-radius-subarray-averages,False,45.9%,Med.
2091,Removing Minimum and Maximum From Array,https://leetcode.com/problems/removing-minimum-and-maximum-from-array,False,55.6%,Med.
2092,Find All People With Secret,https://leetcode.com/problems/find-all-people-with-secret,False,45.3%,Hard
2093,Minimum Cost to Reach City With Discounts,https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts,False,59.9%,Med.
2094,Finding 3-Digit Even Numbers,https://leetcode.com/problems/finding-3-digit-even-numbers,False,78.9%,Easy
2095,Delete the Middle Node of a Linked List,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list,False,59.5%,Med.
2096,Step-By-Step Directions From a Binary Tree Node to Another,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another,False,56.3%,Med.
2097,Valid Arrangement of Pairs,https://leetcode.com/problems/valid-arrangement-of-pairs,False,66.3%,Hard
2098,Subsequence of Size K With the Largest Even Sum,https://leetcode.com/problems/subsequence-of-size-k-with-the-largest-even-sum,False,35.8%,Med.
2099,Find Subsequence of Length K With the Largest Sum,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum,False,57.5%,Easy
2100,Find Good Days to Rob the Bank,https://leetcode.com/problems/find-good-days-to-rob-the-bank,False,50.7%,Med.
2101,Detonate the Maximum Bombs,https://leetcode.com/problems/detonate-the-maximum-bombs,False,49.5%,Med.
2102,Sequentially Ordinal Rank Tracker,https://leetcode.com/problems/sequentially-ordinal-rank-tracker,False,61.6%,Hard
2103,Rings and Rods,https://leetcode.com/problems/rings-and-rods,False,81.3%,Easy
2104,Sum of Subarray Ranges,https://leetcode.com/problems/sum-of-subarray-ranges,False,60.1%,Med.
2105,Watering Plants II,https://leetcode.com/problems/watering-plants-ii,False,48.3%,Med.
2106,Maximum Fruits Harvested After at Most K Steps,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps,False,61.1%,Hard
2107,Number of Unique Flavors After Sharing K Candies,https://leetcode.com/problems/number-of-unique-flavors-after-sharing-k-candies,False,60.3%,Med.
2108,Find First Palindromic String in the Array,https://leetcode.com/problems/find-first-palindromic-string-in-the-array,False,84.0%,Easy
2109,Adding Spaces to a String,https://leetcode.com/problems/adding-spaces-to-a-string,False,71.7%,Med.
2110,Number of Smooth Descent Periods of a Stock,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock,False,59.6%,Med.
2111,Minimum Operations to Make the Array K-Increasing,https://leetcode.com/problems/minimum-operations-to-make-the-array-k-increasing,False,39.5%,Hard
2112,The Airport With the Most Traffic,https://leetcode.com/problems/the-airport-with-the-most-traffic,False,71.5%,Med.
2113,Elements in Array After Removing and Replacing Elements,https://leetcode.com/problems/elements-in-array-after-removing-and-replacing-elements,False,70.0%,Med.
2114,Maximum Number of Words Found in Sentences,https://leetcode.com/problems/maximum-number-of-words-found-in-sentences,False,86.6%,Easy
2115,Find All Possible Recipes from Given Supplies,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,False,56.5%,Med.
2116,Check if a Parentheses String Can Be Valid,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid,False,44.9%,Med.
2117,Abbreviating the Product of a Range,https://leetcode.com/problems/abbreviating-the-product-of-a-range,False,24.4%,Hard
2118,Build the Equation,https://leetcode.com/problems/build-the-equation,False,56.7%,Hard
2119,A Number After a Double Reversal,https://leetcode.com/problems/a-number-after-a-double-reversal,False,81.4%,Easy
2120,Execution of All Suffix Instructions Staying in a Grid,https://leetcode.com/problems/execution-of-all-suffix-instructions-staying-in-a-grid,False,81.7%,Med.
2121,Intervals Between Identical Elements,https://leetcode.com/problems/intervals-between-identical-elements,False,45.2%,Med.
2122,Recover the Original Array,https://leetcode.com/problems/recover-the-original-array,False,40.5%,Hard
2123,Minimum Operations to Remove Adjacent Ones in Matrix,https://leetcode.com/problems/minimum-operations-to-remove-adjacent-ones-in-matrix,False,41.8%,Hard
2124,Check if All A's Appears Before All B's,https://leetcode.com/problems/check-if-all-as-appears-before-all-bs,False,72.5%,Easy
2125,Number of Laser Beams in a Bank,https://leetcode.com/problems/number-of-laser-beams-in-a-bank,False,85.4%,Med.
2126,Destroying Asteroids,https://leetcode.com/problems/destroying-asteroids,False,52.8%,Med.
2127,Maximum Employees to Be Invited to a Meeting,https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting,False,62.0%,Hard
2128,Remove All Ones With Row and Column Flips,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips,False,76.2%,Med.
2129,Capitalize the Title,https://leetcode.com/problems/capitalize-the-title,False,66.9%,Easy
2130,Maximum Twin Sum of a Linked List,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list,False,81.6%,Med.
2131,Longest Palindrome by Concatenating Two Letter Words,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words,False,53.7%,Med.
2132,Stamping the Grid,https://leetcode.com/problems/stamping-the-grid,False,33.8%,Hard
2133,Check if Every Row and Column Contains All Numbers,https://leetcode.com/problems/check-if-every-row-and-column-contains-all-numbers,False,53.2%,Easy
2134,Minimum Swaps to Group All 1's Together II,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii,False,65.6%,Med.
2135,Count Words Obtained After Adding a Letter,https://leetcode.com/problems/count-words-obtained-after-adding-a-letter,False,43.7%,Med.
2136,Earliest Possible Day of Full Bloom,https://leetcode.com/problems/earliest-possible-day-of-full-bloom,False,71.2%,Hard
2137,Pour Water Between Buckets to Make Water Levels Equal,https://leetcode.com/problems/pour-water-between-buckets-to-make-water-levels-equal,False,67.3%,Med.
2138,Divide a String Into Groups of Size k,https://leetcode.com/problems/divide-a-string-into-groups-of-size-k,False,77.1%,Easy
2139,Minimum Moves to Reach Target Score,https://leetcode.com/problems/minimum-moves-to-reach-target-score,False,51.7%,Med.
2140,Solving Questions With Brainpower,https://leetcode.com/problems/solving-questions-with-brainpower,False,60.3%,Med.
2141,Maximum Running Time of N Computers,https://leetcode.com/problems/maximum-running-time-of-n-computers,False,49.8%,Hard
2142,The Number of Passengers in Each Bus I,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-i,False,49.0%,Med.
2143,Choose Numbers From Two Arrays in Range,https://leetcode.com/problems/choose-numbers-from-two-arrays-in-range,False,52.3%,Hard
2144,Minimum Cost of Buying Candies With Discount,https://leetcode.com/problems/minimum-cost-of-buying-candies-with-discount,False,62.3%,Easy
2145,Count the Hidden Sequences,https://leetcode.com/problems/count-the-hidden-sequences,False,56.7%,Med.
2146,K Highest Ranked Items Within a Price Range,https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range,False,45.4%,Med.
2147,Number of Ways to Divide a Long Corridor,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor,False,48.8%,Hard
2148,Count Elements With Strictly Smaller and Greater Elements,https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements,False,59.3%,Easy
2149,Rearrange Array Elements by Sign,https://leetcode.com/problems/rearrange-array-elements-by-sign,False,84.5%,Med.
2150,Find All Lonely Numbers in the Array,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array,False,61.9%,Med.
2151,Maximum Good People Based on Statements,https://leetcode.com/problems/maximum-good-people-based-on-statements,False,51.4%,Hard
2152,Minimum Number of Lines to Cover Points,https://leetcode.com/problems/minimum-number-of-lines-to-cover-points,False,43.1%,Med.
2153,The Number of Passengers in Each Bus II,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-ii,False,40.1%,Hard
2154,Keep Multiplying Found Values by Two,https://leetcode.com/problems/keep-multiplying-found-values-by-two,False,71.3%,Easy
2155,All Divisions With the Highest Score of a Binary Array,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array,False,64.6%,Med.
2156,Find Substring With Given Hash Value,https://leetcode.com/problems/find-substring-with-given-hash-value,False,25.2%,Hard
2157,Groups of Strings,https://leetcode.com/problems/groups-of-strings,False,26.9%,Hard
2158,Amount of New Area Painted Each Day,https://leetcode.com/problems/amount-of-new-area-painted-each-day,False,55.5%,Hard
2159,Order Two Columns Independently,https://leetcode.com/problems/order-two-columns-independently,False,61.2%,Med.
2160,Minimum Sum of Four Digit Number After Splitting Digits,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits,False,86.2%,Easy
2161,Partition Array According to Given Pivot,https://leetcode.com/problems/partition-array-according-to-given-pivot,False,89.9%,Med.
2162,Minimum Cost to Set Cooking Time,https://leetcode.com/problems/minimum-cost-to-set-cooking-time,False,41.1%,Med.
2163,Minimum Difference in Sums After Removal of Elements,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements,False,70.0%,Hard
2164,Sort Even and Odd Indices Independently,https://leetcode.com/problems/sort-even-and-odd-indices-independently,False,62.8%,Easy
2165,Smallest Value of the Rearranged Number,https://leetcode.com/problems/smallest-value-of-the-rearranged-number,False,52.9%,Med.
2166,Design Bitset,https://leetcode.com/problems/design-bitset,False,32.0%,Med.
2167,Minimum Time to Remove All Cars Containing Illegal Goods,https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods,False,41.5%,Hard
2168,Unique Substrings With Equal Digit Frequency,https://leetcode.com/problems/unique-substrings-with-equal-digit-frequency,False,64.2%,Med.
2169,Count Operations to Obtain Zero,https://leetcode.com/problems/count-operations-to-obtain-zero,False,75.1%,Easy
2170,Minimum Operations to Make the Array Alternating,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating,False,34.8%,Med.
2171,Removing Minimum Number of Magic Beans,https://leetcode.com/problems/removing-minimum-number-of-magic-beans,False,43.9%,Med.
2172,Maximum AND Sum of Array,https://leetcode.com/problems/maximum-and-sum-of-array,False,50.1%,Hard
2173,Longest Winning Streak,https://leetcode.com/problems/longest-winning-streak,False,54.6%,Hard
2174,Remove All Ones With Row and Column Flips II,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips-ii,False,67.2%,Med.
2175,The Change in Global Rankings,https://leetcode.com/problems/the-change-in-global-rankings,False,60.7%,Med.
2176,Count Equal and Divisible Pairs in an Array,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array,False,84.0%,Easy
2177,Find Three Consecutive Integers That Sum to a Given Number,https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number,False,64.8%,Med.
2178,Maximum Split of Positive Even Integers,https://leetcode.com/problems/maximum-split-of-positive-even-integers,False,59.5%,Med.
2179,Count Good Triplets in an Array,https://leetcode.com/problems/count-good-triplets-in-an-array,False,66.0%,Hard
2180,Count Integers With Even Digit Sum,https://leetcode.com/problems/count-integers-with-even-digit-sum,False,69.1%,Easy
2181,Merge Nodes in Between Zeros,https://leetcode.com/problems/merge-nodes-in-between-zeros,False,89.6%,Med.
2182,Construct String With Repeat Limit,https://leetcode.com/problems/construct-string-with-repeat-limit,False,70.9%,Med.
2183,Count Array Pairs Divisible by K,https://leetcode.com/problems/count-array-pairs-divisible-by-k,False,30.2%,Hard
2184,Number of Ways to Build Sturdy Brick Wall,https://leetcode.com/problems/number-of-ways-to-build-sturdy-brick-wall,False,49.4%,Med.
2185,Counting Words With a Given Prefix,https://leetcode.com/problems/counting-words-with-a-given-prefix,False,84.5%,Easy
2186,Minimum Number of Steps to Make Two Strings Anagram II,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii,False,72.9%,Med.
2187,Minimum Time to Complete Trips,https://leetcode.com/problems/minimum-time-to-complete-trips,False,39.1%,Med.
2188,Minimum Time to Finish the Race,https://leetcode.com/problems/minimum-time-to-finish-the-race,False,42.6%,Hard
